words,sentiment_coeff
remove,-62.61461671850952
claim,69.07778037802461
display,-67.05637530766333
inside,70.22286771041726
session,-65.65549008463567
prize,-60.324866164811624
type,61.169231028389554
city_region,-67.55439046654307
qualifi,57.691195129670426
music_video,65.39470212066564
omfg,50.44758402795088
noakirel,-52.47404939329215
accept,-69.20261144101092
expert,72.81435677933153
impressive,64.1118247105756
random,-55.85650007655912
long_time,-68.64458062235167
footage,-61.80920537929639
tribute,59.69459514622753
ur,66.20647217624811
area,-73.75424487613358
gig,69.06410530646461
magical,-64.34165675444122
need_know,-57.68617150826628
bright,-66.60837858819498
road,-66.00089856572639
secret,62.14984483412248
noa,64.7634569340706
deal,-71.64174120603698
schedule,-56.97298884054283
second_semifinal,-52.80719500414734
emotion,69.60483508020249
woman_win,-57.451239190166746
ad,63.16080646270245
mountain,61.32189617538644
source,64.79917007141867
eurovisionrtve,-57.451938729852124
en,56.00300324247997
excitement,-63.293408815109196
uks,-65.88364515458795
ai,-78.43360682482101
lighting,60.29772461632793
blog,-64.44484676100464
chanel,62.99651417972328
ps,-67.39186651326187
congratulation_sweden,-55.125086194081675
visitor,75.1038550937363
market,-71.10596255557383
terrible,-62.92341003029537
royal,69.209162689391
global,-64.18644024437859
american,-60.35415897020661
busker,58.707981878017115
loud,-65.03457384592494
min,67.08021731108266
fans,65.54546008306698
relate,67.8064614891809
karnatakaelectionresult_rrvrcb,-68.96255611424347
bornpinkinsingapore_lisa,63.89674263971107
kate_middleton,-62.28191962081267
turkey,74.27081104442435
airport,-72.05699660304141
nearly,-63.4551090672509
selection,-66.43428710607309
drive,74.98724120912127
blanca,-61.070204173705235
corinne_cumming,60.66874307598433
hilda,-88.26821438853618
tuerkeiwahl,73.78965200251959
pure,57.44915442403912
look_stunning,-59.601689152287946
newmusic,65.60808767164824
pride,67.26759743227261
staff,-65.14954060449483
prove,65.72869445969272
summer,-62.168472756737486
year_old,63.71222463176184
park,-77.36529643987836
aka,64.15602272231719
ppl,64.41384467266472
push,65.1373624311633
camera_angle,-64.67736859041709
bloodandglitter,-55.16673539494257
large,70.01408305657839
positive,-72.49481499993485
bennett_corinne,64.29695577050214
reality,61.204497695664294
instagram,58.016280734414195
superb,62.960893704206235
new_video,-69.09373871487423
floor,-64.61021034366686
fancy,69.37661859937792
aussie,-56.94324005644995
entrant,61.09192421387086
embrace,-64.36065313983653
figure,-58.33199618582505
store,75.04544865319035
non,65.80771711579382
cat,70.42435418647541
break_news,65.694101379061
scouse,74.36433606962451
zero,73.53915352469424
netta,67.26917366029501
lounge,-65.4752394023549
blue_yellow,-63.546007665151194
break_heart,-62.508394880234924
t,67.29727096109589
background,-59.63403051467026
hang,-65.41609623784859
starwarsday,-70.9968729114618
generic,-66.15508997475818
wanna_dance,-58.18351800611435
motherday,-67.88798593626626
goal,-71.94704420843264
gift,-70.36498323407787
pt,-66.79513567344831
member,63.41656574066402
esc_unitedkingdom,55.89905864267082
abba_th,62.06922378628881
deep,-73.44423686705785
xx,63.04695420271361
treat,64.27943745278053
dark,-79.4118371605055
marcomengoni_duevite,53.113497257273025
brain,58.12450868554158
cocktail,-65.11685810976391
nq,-64.95574345904126
delight,-64.45194927717216
wise,66.43324343328312
mum,65.32835606182552
till,60.533454977809114
rap,66.51488746602854
second_place,-58.71126485131087
juries,57.729449455463076
kirel,74.01141700878796
color,60.245560196681076
prefer,-63.26746172263987
backstage,-62.89213089140046
leader,-66.6007166545256
unite,-61.111732791351116
meeting,-64.88486467831693
realize,-65.36644490038444
drama,69.05223787802423
maythethbewithyou_missuniversephilippine,73.53523228355229
bennet_chloe,56.934891629831775
beer,67.138887874932
shift,-60.96568239168919
building,71.52362549885633
feed,58.521297523346504
genuinely,61.838106468830254
ooh,59.68420302217993
stick_head,48.43398958279735
collaboration,-71.58357728155926
corner,-61.484020773311684
daughter,-63.47990618581999
v,-68.41218538860892
hotel,-61.811771586607925
catherine_tate,58.26486606153739
blackpink,-70.31386461555147
page,69.33448191706476
rn,60.32538745367334
body,-67.61722237055044
favs,-56.92857736922356
jacket,-61.23948465451006
merseyside,-70.83940916716071
g,-72.66736152648983
soloveiko_songbird,-59.27230516744726
ultimate,65.5500449867649
swear,53.679899861616555
happy_sunday,-58.47219364567088
table,71.12982317488921
spokesperson,-46.056843061229316
justice,58.64954089107899
andrew,-57.43749551354754
depression,-49.19551843298859
lineup,62.14007976834052
spotify_stream,56.322443636250846
gain,62.9304491453529
whothehellisedgar,54.22373756708021
goosebump,61.067191498744414
rip,-62.45824770748851
united,-60.994754696132226
mama,-60.96564474242387
surely,65.56176963273205
earth,-55.47026722491023
douze_point,61.2542185321863
board,70.77778708513998
rehearsal_roundup,57.34336450580453
extremely,-65.28685893062091
submarine_parade,59.4294205091345
monika,60.9132688143119
bennett_chloe,61.721067215800296
remix,68.93609065547919
atomic_kitten,63.63637766672968
bitcoin_btc,-79.021741926736
uk_chart,56.73335170352719
showcase,64.36247255842063
musician,-59.3017307518948
budget,69.17328926392814
come_soon,69.77739379029333
nd_semifinal,-55.3945287535989
shot,-63.07239583532638
chart_week,56.763773074942485
moon,63.27378791537525
flower,-63.33745076169076
coronationconcert,-56.15028601323489
ear,-63.12835581748206
possibly,-60.9581253828228
echo,-55.733351970752274
phone,66.94181554349164
sister,63.98483646547085
location,-63.49903206340248
test,65.45042876691981
lot_people,-58.23178421661833
rylan,-62.619630374465
flop,-57.82049006843109
r,-61.99950210249149
uk_finish,-60.80619018100442
india,78.68654346745524
comedy,-69.10054749142927
hide,-69.50126298816346
slightly,59.500837834106214
monty,-36.010398435470655
campaign,65.48308240739127
unfortunately,-65.09907457767532
esc_voting,-61.23667589488339
produce,61.192316255688056
rocktheworldbangyedam,-66.8374357331088
ball,-59.27376355527646
introduce,64.73760331032186
crew,-60.837338595025024
perfectly,67.26176455939488
writer,-67.46811015225333
charity,73.67827223668378
wrap,-61.29594018672393
coffee,-65.04739331555199
easily,63.22431869934381
partner,69.40170323261205
creativity,-71.27942553457706
m_break,80.85126615971227
heart_m,80.73333611429605
friendly,-62.18623599773827
impress,60.722050278581186
sadly,-54.33831043594116
youtube_channel,-70.54100712396084
lord,-59.67731632745267
cringe,-61.87292694506995
greek,68.47470181902281
toxic,64.89026725024169
shine,66.08106929306808
idk,-61.831762836909455
queer,-69.81224399479618
commentator,-55.71868928923972
kaarija_finland,-50.75622593278056
stat,-65.88097740451967
express,72.14070145475287
annual,-63.18314737542666
row,-59.58358393635318
saturday_th,-58.88951483556386
watergun,-67.84641978428994
datum,70.74148623567362
usually,60.58305854880413
role,-66.45890127384418
publish,-69.66816984335894
speak_disappointing,-48.329227941707515
wild_youth,58.847542634158295
rehearsal_ebu,-64.734620667518
interval_act,57.43536321424077
yay,-61.40400007511081
ridiculous,-51.96397791671975
producer,68.26207753825157
johnny_logan,-59.82328563928425
earn,62.734682464413744
st_rehearsal,-55.724322988627335
buzz,-62.64909022784391
charge,70.86148253879843
trash,-62.815637208534
vote_public,59.13765365826455
decision,64.17319745238579
point_israel,-52.48866603985608
alright,-53.047186287770046
rich,-67.14310394703284
st_georges,-57.58978144300944
come_join,68.85396359746044
idan,71.29930661622313
congrat_loreen,-53.09429067273647
sound_like,57.01059917004535
unfair,-57.264516813760075
coincidence,-57.824685014075946
calm,-58.98039857065951
feeling,63.355822056648854
cskvkkr,76.70074285736155
designer,-70.0161814681491
excuse,-60.67606298414895
timeline,-50.607858245539084
erdogan,71.23400734763017
putin,66.69502864862145
boost,71.02602195418697
parade,61.00923173098876
voting_system,-55.11701265002469
bottle,68.70720431517215
potential,56.06905726683754
oh_god,-52.731779323351276
blood,-66.35460076740962
grandfinal,53.78301006190394
electric,-59.937826277351824
ebu_corinne,65.40666472394004
receive_point,65.12337387119439
pts,56.643088646724976
represent_uk,-58.66810214551426
skill,-65.21462769980516
ai_corao,-69.55918620540469
croatian,-58.728763494457645
range,69.32046836613819
angle,64.70219657073946
m_excited,57.260259711918316
announcement,-56.479334563045796
ukraines,-57.28153997836156
canada,53.75469496317829
angry,-54.78039647905011
emotional,-68.87864300078174
glitter,-60.12347108564036
princess_wale,69.08253424793979
fandom,-59.45315433639729
absolutely_love,58.802335738922125
ya,-57.23972512091912
personally,55.26417825228796
kalushorchestra,-58.94293143971857
dogsatpollingstation,-68.00014885588497
thinking,-58.33378204100085
finlandwasrobbe,-58.69120268900774
quiet,-71.35486971648493
zelensky,72.4480525586497
sky,-67.36938882513908
avoid,72.12213143288582
boo,63.224416643600904
straight,-61.27806144180576
np,50.6321415303935
vesna_sister,-66.50449304344946
m_videmment,66.96036721353077
birthday,67.137488251188
interest,-68.58041709131263
song_total,-48.04736773018501
subtitle,55.45382657636057
cumme_ebu,55.76070137831225
absolute_banger,-58.34517646920946
switch,-57.29903759851101
pain,-62.693473091104906
state,60.68065436280551
weather,-59.779058429842166
trip,-63.68861045656691
karnatakaelectionresult_mothersday,66.72109593226149
keytar,60.38676204080931
accord,56.87919622077248
root,54.86126609593333
female,-69.657282690485
impression,54.161139112454165
chance_win,-61.641226218182204
armenian,66.45420866113336
spread,-59.491549654556714
music_industry,58.99904553608223
request,-58.37018461577128
praise,-63.449171789309666
slavaukraini,63.28360363570963
swede,65.02228499177265
modern,72.3153319443225
door,62.11938207442648
orchestra,-62.79596297359472
model,-60.556345280344345
unpopular_opinion,-51.57237909189336
behalf,68.78546851056281
purpose,63.08109192273604
jury_public,56.251789611126966
fr,61.84694652125295
turalturanx,-59.36625962385536
corinne_cumme,61.61967817429128
soccer_goal,80.7539761603083
ignore,-68.28598445833832
recent,65.42377567588464
activity,71.27054419825276
presenter,59.11246707362977
dai_freyr,-66.09450867247037
bbtitan_crypto,-75.40649766559328
product,-67.73802956210068
region,67.06380029603787
bro,66.12496717969913
metrofmaward,-64.11261630640908
network,71.80925005744871
melody,-69.57161732715399
bnb_eth,-71.84316550972869
gutte,-52.13319917834672
legacy,-68.06751900155358
audience_vote,58.58672123466375
turkeyelection,-71.94506096061149
stick_like,-54.91461909220096
bonker,58.038986746501344
day_leave,-49.49444282123725
sexy,56.08978755779731
point_public,51.914880645121094
swedens_loreen,65.73711163384927
bore,-70.41613432159025
debate,-64.70592024447166
equal,-59.28446888801399
crime,-65.96275701675505
piss,-64.89545011056927
zarra,-66.42771230441805
self,72.45211584950442
flat,-59.58125548392045
alessandramele,63.22567465812831
dutch,56.55386026397035
doctorwho,-66.49837255121024
rate,60.6637000534269
shake,57.262904534727745
sbs,-54.39579967933828
original_song,68.33422628255512
idiot,-69.42479301809533
extra,-60.636090915045926
quote,-56.51621533589287
destroy,-65.45287695893111
nordic,61.64542112578466
hosting,-68.77525344159268
pretend,53.68084007069001
audio,-69.91238271969124
chachachaa,-52.72249880924196
wednesday,61.785187653744956
haha,59.96795024911931
hannah,-68.93317432826203
solid,-61.0837669513795
magnificent,62.354728739981056
photography,-69.42070871972213
jury_televote,57.88378947268904
bunch,68.13703952311998
storm,-69.71714089682925
grahamnorton,54.98728646877787
bed,60.063596256628166
brighton,-72.0289228545481
outstanding,-67.99401547311463
increase,-63.25443591259591
czech_republic,-54.19503575919883
holiday,63.03308911817038
solidarity,-59.90751553647268
church,-64.7430153842897
register,-72.98426673771922
map,-65.18614744508422
manchester,62.37275649046479
live_stream,-56.17162971663085
double,-62.925633419314
crown_m,72.18838567577654
m_sister,67.80481088679505
cskvskkr,-59.198003749164975
exhibition,-73.08212519499287
period,69.00169178823309
youth,-73.58565697075255
reaction_time,49.86944623255932
irish,68.79042108224967
andy_vermaut,-67.29288329447485
day_ago,-59.98653602050323
hater,57.164476407980736
masterpiece,-57.035449699981704
mess,59.345815240586276
mika_newton,56.35146926331426
advice,61.87733080261693
follower,-58.728378357672256
blame,67.33582654342177
election,-65.83696151571117
participation,67.70736935747937
describe,-63.89624203395064
shall,53.784282665963346
un,-57.30478052456431
boot,68.82577130752918
operation,-66.1993618058946
reply,-62.336446388129396
cumme_amp,-59.91645863548363
curious,-62.79417939521359
happymothersday,61.2961772661576
protect,70.22384976058915
wife,-61.84410349378469
diet,-72.28199952862998
fund,72.05575327637409
study,64.5354399550303
mile,-54.368016662546765
bomb,62.25999184405316
m_sorry,-52.95491659794479
plenty,-59.24034680660735
football,-66.33204081520901
week_ago,-61.108795767331635
math,-66.79624311053382
peak,67.55787936881933
ynwa,59.47565480732771
krija,60.5833673045696
crush,-57.9894174070327
customer,-63.399008467071056
sanmarino,-57.26803408021844
link_bio,-68.65208900958102
australian,-58.32103573479769
access,-58.90034535168416
evidemment,57.26191984938546
subscribe,65.57109252485112
turin,58.81010070267464
balkan,-63.328510175167594
recover,54.45919550430776
helsinki,61.00013869610987
america,-68.18029798552158
adele,-52.45504852995002
venue,-59.66780593408723
health,-61.75942969200626
contact,78.74119735739285
basic,58.574801754533006
rehearse,54.86205957275282
surreal,-56.82311890373565
hashtag,56.16149869484203
ban,66.44182901055626
sundayvibes,66.60044382079575
chart_update,-64.42363518211823
stop_listen,-50.30240330694707
loop,55.47531133367037
ginkashmir,-66.61030562163329
mengoniesc,-54.41973252554549
champion,61.53880634111967
afraid,60.76590542574845
illustration,-67.54845515624515
past_week,-63.145728442441516
disappointing,55.03477991909951
ilkturdabitiriyoruz,69.7538121498191
genius,60.56243929080156
balance,-61.32587348673483
suddenly,-60.55643940036184
zone,-58.72275765692381
sanremo,60.23852923238921
bother,66.00702116420435
sunny,60.76055345211001
roll,63.15609819281348
muller,56.71786883490188
italys,59.54591405253081
le,61.90478439867418
maneskin,-53.70138968003627
interval,-61.49530839359248
scoreboard,-54.11987720327415
b,-62.91304215900131
exist,-58.9658602398148
controversial,63.603539075483404
palestine,-57.489263445189174
slot,-71.64297793987397
brother,-57.7642948165816
rapper,-65.15522980158659
saturday_night,-53.69174847766013
official_chart,-55.73640687613637
relationship,-69.43426633686074
bank,-69.4538919815261
mothersday_motherhood,60.167637217788894
certainly,54.73862521024269
tie,62.802836333050244
ensure,-69.81631694654183
truth,50.523495175347605
sea,66.36794758614137
conversation,63.188046661194896
monika_linkyt,-61.360952307008525
cumming,57.41541989007504
forward,-66.25104451686826
st_semi,-59.236736642601414
lot_fun,-60.55642870252984
size,66.56987572528168
google,67.16853662311641
bbc_news,47.99704706067438
grateful,55.11032993998096
spotify_tattoo,63.01533315440713
tag,-61.03877855452345
onstage,61.97627595743791
sign_petition,-51.204332593483386
gallery,-61.92022564329775
burn,-59.28446554753141
loreen_history,55.13144583819528
teya_salena,-60.280941257550296
tatoo,-50.07368575366209
moststreame,-64.01302145372935
centre,-66.51871022008024
decent,-61.116045702582575
hard_work,64.46102289155004
theatre,-61.206484923116456
witness,58.638299306210484
medley,56.0452406271722
book_ticket,-63.26196377494297
guarantee,69.35906998254843
beauty,-63.66050339790904
standwithukraine,-63.304290183787884
diversity,66.46541727708237
dock,70.4415744604608
broadcaster,-57.556551113408844
evil,65.1867167250681
shirt,-66.34322975183748
television,55.7371545329993
ghost,70.27337132080383
approach,60.6331964388811
situation,-69.12619741867783
disco,66.4357793569287
presentation,-65.3640491677215
frankie_hollywood,61.396391859004204
shoutout,-55.62468159721323
cd,55.03724128601202
rd_place,65.66931950645936
come_nd,-61.55595647986291
sun_shine,-54.820062670077554
trade,68.91202294690102
goddess,58.102613227197715
timur,-67.8630019814823
promote,-64.18767894708952
sequin,-58.3674549151369
lil,60.481028136560205
fan_zone,-56.53572589677117
choreography,56.45602769511482
katemiddleton,-68.43982312819055
germany_deserve,55.77775207028524
m_aij,-74.08033705316493
k_m,54.2654962965645
pro,59.26641773657282
rubbish,-53.910745640539524
shut,63.697219697162396
m_mama,80.01982159442521
eurowizja_eurowizja,-56.54328765372915
clothe,62.370834626196995
qualifying,-49.12852993986413
maythethbewithyou,76.99373796375745
traditional,-64.27810973099378
q,-68.52536096854885
suggest,-64.79159456911601
improve,68.13199534265574
diem,61.00639563158263
struggle,-60.93712163212554
card,71.00615578010932
cross,67.47126562626518
good_evening,-55.29807616691029
itune,-64.8615618681403
previous_winner,-61.79760263998008
sentence,-59.581369437457
impossible,-80.49985858440557
mia_nicolai,-60.81986993121868
shareseurovision,65.78296381166763
si_luna,-68.53009617002006
earworm,63.17407088632327
aside,-58.352087727467314
bird,-58.42804079684128
crack,62.9233911673914
duo,-56.56566125719477
ipl,71.05050726572213
ah,62.08873793637861
worthy,-61.25826997256535
arm,-66.61807863731353
drug,-61.898528816944044
vid,-63.602273570420365
bravo,-62.383613398886645
tired,-54.78778114351974
holy,53.51694710559697
con,-58.320743327231874
previous,62.770118852843744
krijs,63.327150755696636
warn,-62.748989800126104
lesson,60.16505753090098
robbery,-52.164729373002075
staging_look,-57.84153100354574
voyager_australia,51.96260208619196
chibi,-56.01605043840276
skin,-70.54817588602225
playing,-55.85385661266488
bump,-59.055866178299425
australias,-51.82737426121925
theodor,-59.54471378029443
look_incredible,61.275504577365105
finish_th,-56.652718463496505
regret,-56.54802224499651
karnatakaelectionresult_phillytstheerastour,57.577712103032226
relax,-60.96936263586359
televoter,61.31552297689243
belong,59.96362138095772
program,-65.6229823735565
refuse,-61.04160806518684
bid,67.41889344647925
nd_place,64.65250735981115
middle,71.1750093767918
ticket_sale,57.82790042052644
race,56.842439417575015
bts,-72.4913215636878
machine,-68.80717669261091
chatgpt,-60.500103738841084
ukraine_unitedkingdom,53.13746800765189
fully,-63.8731832743692
leak,-56.55947745324313
single_chart,52.4007423090439
era,-66.39910631427982
fellow,-55.44157815262859
technology,-73.02891446406721
ngl,-49.55410049034094
italy_marco,56.143574104851965
di,54.72966515953928
glory,62.736393159093154
capture,-64.23246830969157
istg,-60.14657997021113
nd_half,56.27597135378369
favour,65.15658405623272
c,-60.56130584423296
director,60.61692507157765
bank_holiday,56.52655595617478
queue,-58.98539514629335
animal,-58.94064243180263
soul,64.91988481600521
planning,64.25215273309345
category,62.047796289207824
israeli,-66.95300261650675
camp,-51.32042386971047
station,63.822624431854926
tea,64.37651082895466
anyways,55.07607109309234
remote,-64.66486892781975
waterloo,59.43392384064626
likely,58.28087265747075
adore,68.76805915082404
hr,72.93247120868628
pepe,59.593562318227846
eurovisionticket,64.35353630571751
artwork,-68.06865394748277
rude,-65.59885890224047
corruption,68.14965022624219
chill,71.42593704314464
spin,-67.58736513997647
brexit,-71.3003212589283
mahmood,-60.535070512268675
russian,-69.80312689395927
gustaph_belgium,54.50329885289489
resource,-66.60639590201879
raise,-57.966678787666055
recognise,-60.198418620435234
spotify_chart,-57.520997204828035
fresh,56.46422668592098
spain_blanca,-60.316840545604
response,-63.95528200237205
rai,70.51556292358246
statement,-56.001808402613705
recently,57.2392196546534
pose,63.94081554030693
princess,-64.52027557715446
breakingnew,-74.55540004027924
feel_free,-63.55298728761311
acoustic,-61.44177337795025
directly,59.60737676972354
package,64.80002510988125
big_event,58.03822474882073
loser,-61.12850671101856
silly,-56.0371115300657
upcoming,-61.987989080941794
bennett_ebu,48.4331886550585
dig,60.1951726700304
mallikarjunkharge_cskvskkr,60.226111413694056
common,65.30382999571995
million_viewer,-56.12609156108581
develop,-64.05814985591702
m_stay,85.01205491607216
aij,57.68107867256784
glorious,61.223679255632504
hope_enjoy,60.89063977250947
lush_liverpool,-56.74495256189547
swedens,-63.26808314222418
term,-57.18921963932474
secim_mothersday,53.67047724049073
big_screen,-65.71200773539695
seek,-69.49239049239608
eurovisiongr_karnatakaelectionresult,-60.524721924590914
bullshit,-61.07359573527462
press_conference,47.00648872698753
unforgettable,61.15677240512281
drone,51.23755869039612
pleasure,-57.863874652209645
st_half,-58.87238768107579
cryptocurrency,69.63988317661351
ranking,-58.91350657736278
cancel,-63.63502464876972
certain,-60.94515409048821
fear,-64.4268143007437
yo,60.532205838437925
apology,60.23537557051351
character,58.28807686225103
pizza,-65.07541118071187
shape,-62.914347455729995
friday_night,64.56256280380252
thousand,-63.832678263000254
incredibly,-70.01316498957111
require,-66.8892084623753
prayer_circle,43.35954461765088
hollywoodbets_sports,-79.12543396401318
liverpool_northern,-75.17097479616336
cheat,52.076222595024724
shopping,-70.12834936074174
tech,-60.052391044122814
jesus,-56.14975800522119
demand,65.69231973845375
princess_wales,-64.62364260088978
research,59.443850180700025
shade,62.9850320437463
cake,-58.721510267394436
merch,63.45842229940291
fly_free,58.11727266604986
eaea_m,87.84305691162461
poland_blanka,56.492098850672384
panel,-63.28843080603351
doctor,-63.61714501934861
cook,73.11821152819643
weak,-57.77938990755271
friendship,-50.02822227665867
ll_walk,53.04987888391034
world_crazy,-46.7532003055442
geminifourth,57.62704609140859
freedom,-69.78745418591704
paul,58.24985516432435
motivation,66.89035402344024
wirral,-62.049117317033534
week_away,56.27216547748263
srhvskkr,67.98391541096106
africa,-63.65841523332097
site,-59.57180666838347
qualification,63.88826601955434
everton,74.19094793742438
security,-76.81448489088346
capitalreport,51.22247929638395
addition,-59.555868812624624
stefania,66.35714600639079
player,-55.72616272569869
facebook,-58.621763285631076
cameo,-62.62442936401651
watergun_m,-84.60955858654486
bow,-59.059113308184635
fin,-62.6068857576813
soarele_si,-67.47275615421182
m_promise,76.76058859262174
amici,-59.450301920222294
m_echo,-70.67028770523451
karnatakaelectionresults_rrvrcb,-61.51698872072443
flight,-61.38610866982778
abbas,-53.35176989489007
dude,-61.83358306707331
adventure,54.52851344929009
inspiration,-65.46295763745216
wide,66.67565612425408
visitliverpool,54.14660987091447
favorite_entry,-55.9125644356593
nato,-58.198571621638806
ve_hear,-56.584757954191986
breakfast,61.270446989064624
goodbye,55.15766990117453
influence,-72.67950857126948
win_twice,51.268277340573015
dgt,61.542337936217464
limit,-68.47846276555205
poetry,-69.30902835892502
luke,-61.83981121777025
walk_turquoise,53.840805518354884
fault,58.537969426421235
ma,-56.94221640442796
bias,-63.7536343329011
trading,-68.61785834047451
survive,-58.44362870263629
unity,-59.42678992277763
print,-76.60355098731759
company,-71.7378102869015
internet,54.086552942322754
jealous,58.56479004089654
invest,64.44333859184243
yellow,-64.2036646513597
babe,-50.91589900412143
flip,-69.39417311253113
clown,-54.335595827524585
nigeria,59.75533684936826
immediately,-52.347727811770696
trust,-61.70612316319495
preparation,-57.05810222360062
scrap,-58.25454158484843
scouser,-62.85232131264474
queenofke,56.720977339614954
streaming,59.27946910096888
sketch,61.36293990910118
eurovisionldn,-49.22034234143303
solution,-62.967027859439135
law,-65.65472753597528
voyager_promise,57.2872676405118
honour,-52.466750649721604
baltic,-61.428353506684765
mate,61.1453845098339
freak,-55.94180866795147
everyday,-67.66244531299417
twitch,63.389364027506524
austrian,60.23975097781561
bold,-65.25671817078882
sweepstake,54.30413094118725
rehearsal_source,-54.82982529762155
phoenix,66.02361728005805
decade,62.40133618891262
thursdaymorne,65.86713961135808
ambassador,63.63790934170763
dangerous,64.94659607522688
che,59.2618163605972
belgian,-69.58793509321383
julia_sanina,-54.20728491133616
obsess,-53.22820833939785
hangover,47.92308043021555
deserved,-56.403900743799255
defeat,60.2676401815445
cheap,-65.01800509734453
bus,-60.56063925570092
north,-74.18497845461836
englot,70.55189750940642
breath,61.49719332232479
lotl,47.36263020149442
uk_itune,-48.984597138207114
pre,51.676556789766
binance,64.00374349551534
guitar,63.753394855503274
concept,57.118102843173624
determine,-63.699363654122074
james,-59.87323977065434
tradition,-54.381303447969614
husband,60.320516595368986
official_video,-57.07424576220543
exclusive_photo,-54.752752965358496
home_city,-51.87899403181064
highly,-62.173373247683735
ace,-50.1443939363316
david,68.77569436693338
dad,-56.936329028900694
attack,-65.21307914352387
bang,63.0931970547704
wine,-59.981524836868765
mothersday_secim,-64.95493333306278
pair,-70.70286893492832
portuguese,-54.82921599480868
mental_health,-63.1902954665117
death,-63.869650540758336
justiceforfinland,-50.60816784602089
somebody,59.75420451453573
annoying,-57.067656880455516
stage_presence,64.0639889309449
sue,66.07299054055296
delegation_manager,60.45108279179855
pupil,59.23578510283388
think_d,62.72039588327959
umk,-57.063343230252414
benefit,75.89285438749718
worry,-63.424562689768784
dj,57.67556787907319
march,-64.52531408297894
government,-66.1574991397802
sight,67.29961427704222
glass,68.70805293568434
mashup,55.943208363763894
mel_giedroycs,-73.35929799443315
meet_greet,-58.731104165346494
reception,-63.849232694830306
personality,64.58601125770181
practice,-71.10986530360785
ukraine_champions,50.57564526260659
sit_pm,55.51310445351353
dramatic,-54.59197996191893
power_unicorn,-54.77879680413033
ft,-58.27690710318743
circle,56.907579177000066
rrvrcb_bornpinkinsingapore,-57.23282926652579
hannahwaddingham,-45.73339448432312
prop,-62.423433853685594
bornpinkinsingapore_ilkturdabitiriyoruz,-58.18953431250037
norway_alessandra,-60.431437294008056
organise,67.20024654421469
attempt,-56.5059874992697
unlike,60.37807729162479
kaeaerijae,-48.53185694810243
utterly,-66.24047039622533
replace,59.14433177612013
bitch,61.216498373392106
celebrity,-59.02327707010198
beautifully,59.20288008263801
target,67.73644807484831
hurt,-68.7504390789185
accuse,-61.13906613633467
surpass,-55.454987440923325
mid,-59.93561918926228
qualifier,-59.4657228870716
participate_country,-62.140095039185
watch_interview,-60.92084070593217
notmyke,-62.598144908873934
artist_preview,-49.976324455239634
nf,54.39960211700619
arrest,-62.053182600189444
jenniexcalvinklein,-66.57850505004971
sadly_plan,67.70339846668075
luxembourg,-59.49701095651896
hear_grapevine,-65.20591607105372
brit,60.97958036393652
shower,-59.35823932808354
finish_second,-51.58464542064029
read_story,-64.00739420740233
obviously_fall,-69.99685059754553
cos,-63.49425400795469
coronationweekend,-59.28078160538212
kyiv,66.73141845248031
dogsoftwitter,60.61019522804361
quickly,-59.97792299262575
announce_winner,59.96792185729726
trump,-61.126875287738656
mos,34.48859272904085
dare,58.0532595857773
curse,44.47103294185668
sport,-58.22283967657385
normally,-57.522221136161555
bye,40.323824579508134
candidate,-55.271762629869
vocalist,64.85409834191226
logo,69.66067516716605
internationalconference_esc,80.54889835800026
thebusker,-63.43017510443932
taekook_feygae,-78.43394977644704
rarible_opensea,73.46917085875661
appeal,-57.44473602506206
ukraine_nft,76.190682005549
tix,61.81640230135793
pathetic,-68.47790665374201
connection,-60.33254797121583
pasha,51.820039233540086
pont_aeri,55.29783810757085
murder,-65.30236908691616
iwroteasong,-55.42904190589936
unveil,-56.364694473083226
effective,63.30018933267053
th_vs,53.27931473867316
rain,65.70778951877479
firework,-60.47678422700148
wind,-70.5045436069083
green_room,55.270014754120865
alesha_dixon,61.272239127242514
waterfront,-59.62436371678519
sooooo,-55.29141747845377
graphic,-65.18298734691679
branding,67.22485214438372
underway,-51.1575033499857
harry,67.90996263085557
premierleague,64.41976529115766
star_align,-51.07067788556885
resident,64.49637226280316
brand_new,-57.62410208407834
times,-54.08274855160405
absolutely_amazing,65.1787805587868
m_obsessed,51.18335108269166
routine,-55.81664468188733
host_behalf,-51.91399422575122
amazing_job,-52.67327283640331
sick,-59.73877573954805
unicorn_vite,-63.55093973284736
maybenextyear,63.63058267183048
chachacha_kaarija,54.495852472244565
broken_heart,-65.06602586402903
doctorcha,65.74267453682104
birmingham,-56.94011960024268
eurovisionsongcontest_eurovisionsongcont,-54.36330386142949
motherhood,-62.29887417022309
pray,62.03618405252197
strategy,77.05580975628511
meghan,-69.22363438195538
skip,-62.1855791539852
xxx,-66.69819111367731
kingdom,-58.921222504184044
west,-67.05354706300659
work_hard,-59.177503687624764
edgar_allen,-55.479099199049806
throwback,55.59082141213892
romerobarroso,-68.81969597073
somewhat,63.14441190531354
harmony,62.69824143283591
winner_kalush,-55.22020605807845
home_town,67.35398370336684
svt,57.917449209072835
conspiracy_theory,52.846718917014655
todays,58.97249855707525
genre,67.14186428798928
shares,-59.26717451568669
talentless,61.58349300755781
flamenco,-63.30101959359562
surround,-72.00989734070279
ugh,51.63142453067908
babymonster,65.06857055058482
phillytstheerastour_lalisa,67.33196467975529
society,61.813187746066596
encourage,-58.64141217461195
petition,48.51968536509278
